Мепиндоштам ки мисли Донишгоҳи Ленин дар Душанбе мардуми Кобул Донишгоҳи Пуҳантун доранд	می‌پنداشتم که مثل دانشگاه لنین در دوشنبه مردم کابل دانشگاه پوهنتون دارند
Лобуд номи касест	لابد نام کسی است
Дертар басе дертар дарёфтам ки пуҳантун як вожаи паштуст ба маънии донишгоҳ дар воқеъ тарчумаи дақиқи вожаи донишгоҳ ба забони паштуст ва дуруст ба монанди донишгоҳ ду бахш дорад	دیرتر بسی دیرتر دریافتم که پوهنتون یک واژۀ پشتو است به معنی دانشگاه؛ در واقع ترجمۀ دقیق واژۀ دانشگاه به زبان پشتوست و درست به مانند دانشگاه دو بخش دارد
пуҳан – дониш ва тун – гоҳ	پوهن – دانش و تون – گاه
Ҳар ду вожа бо порсй пайванди танготанг дорад	هر دو واژه با پارسی پیوند تنگاتنگ دارد
пуҳан бо панд-и порсй ва тун бо пасванди дон-и порсй	پوهن با پند ِ پارسی و تون با پسوند دان پارسی
Пуҳан дар забони афғонй пашту ба маънои дониш аст ва панд дар забони порсй ба маънои андарз	پوهن در زبان افغانی پشتو به معنای دانش است و پند در زبان پارسی به معنای اندرز
Пасванди -тун дуруст ба монанди -дон-и порсй пасванди маконист	پسوند تون درست به مانند دان پارسی پسوند مکانی است
Дар бисёре аз гӯишҳои порсй ҳам -дон-ро -дун гӯянд ки бисёр шабеҳтар ба -тун аст	در بسیاری از گویش‌های پارسی هم دان‌را دون گویند که بسیار شبیه‌تر به تون است
Тафовути -дон-и порсй бо -тун-и пашту ин аст ки аввалй дар мавриди маконҳои кӯчак гулдун қаламдун ба кор меравад ва дувумй барои маконҳои бузургтар монанди пасванди -гоҳ дар забони порсй пуҳантун – донишгоҳ роғтун – бемористон	تفاوت دان پارسی با تون پشتو این است که اولی در مورد مکان‌های کوچک گلدون قلمدون به کار می‌رود و دومی برای مکان‌های بزرگ‌تر همانند پسوند گاه در زبان پارسی پوهنتون دانشگاه راغتون – بیمارستان
Ва акнун боварам намешавад ки ҳамин вожа шуда мояи чанги сардие ъазим байни қавмҳои бародару ҳамтабор дар Афғонистон точикҳо ва паштунҳо ҳамтабору ҳамрешаанд ҳамон гуна ки забонҳояшон долл бар ин ҳақиқат аст	و اکنون باورم نمی‌شود که همین واژه شده مایۀ جنگ سردی عظیم بین قوم‌های برادر و هم‌تبار در افغانستان تاجیک‌ها و پشتون‌ها همتبار و همریشه‌اند همان گونه که زبان‌هایشان دال بر این حقیقت است
Худо биёмурзод Басири Бобай рӯзноманигори балхиро ки ҳамин чанд ҳафта пеш сактаи қалбй карду даргузашт	خدا بیامرزاد بصیر بابی روزنامه‌نگار بلخی‌را که همین چند هفته پیش سکتۀ قلبی کرد و درگذشت
Ҳамӯ буд ки чанд сол пеш ба хотири корбурди вожаи донишгоҳ дар телевизюни Балх тавбех шуд ва ин оташи зери хокистарро рӯ кард	همو بود که چند سال پیش به خاطر کاربرد واژۀ دانشگاه در تلویزیون بلخ توبیخ شد و این آتش زیر خاکستر‌را رو کرد
Ва то кунун бисёре аз арчмандони паштун ҳам дарёфтаанд ки корбурди вожаи порсй ҳаққи мусаллами як порсигӯст ва ҳеч нопорсигӯе кӯчактарин ҳаққи таъйини вожагон барои порсигӯёнро надорад	و تا کنون بسیاری از ارجمندان پشتون هم دریافته‌اند که کاربرد واژۀ پارسی حق مسلم یک پارسیگو است و هیچ ناپارسی‌گویی کوچک‌ترین حق تعیین واژگان برای پارسی‌گویان‌را ندارد
Ин ҳақиқат дар мавриди ҳар забони дигаре ҳам сидқ мекунад	این حقیقت در مورد هر زبان دیگری هم صدق می‌کند
Чунончи порсигӯёни Афғонистон ҳаргиз хостори таҳмили вожаи донишгоҳ бар ҳамагон нашудаанд	چنانچه پارسی‌گویان افغانستان هرگز خواستار تحمیل واژۀ دانشگاه بر همگان نشده‌اند
Ин ба он монад ки ба омрикоиҳои муқими Афғонистон бигӯед ки дигар нагӯянд ва ба чои он пуҳантун бигӯянд	این به آن ماند که به آمریکایی‌های مقیم افغانستان بگویید که دیگر یونیورسیتی نگویند و به جای آن پوهنتون بگویند
Хандадор ва дар ъайни ҳол асафнок аст	خنده‌دار و در عین حال اسف‌ناک است
Таъйини мусталаҳоти миллй ки худаш истилоҳи масхараест ва санаде аз он мусталаҳот вучуди хоричй надорад барои тамоми ақвоми як кишвар иқдоме комилан фошистй ва ба дур аз тасаввури инсони имрӯзист	تعیین مصطلحات ملی که خودش اصطلاح مسخره‌ای است و سندی از آن مصطلحات وجود خارجی ندارد برای تمام اقوام یک کشور اقدامی کاملاً فاشیستی و به دور از تصور انسان امروزی است
Ҳар забоне роҳи пешрафт ва печухамҳои худро паймуда ва бо ӯст ки барои ниҳоде чун донишгоҳ чи номе биниҳад	هر زبانی راه پیشرفت و پیچ و خم‌های خود‌را پیموده و با اوست که برای نهادی چون دانشگاه چه نامی بنهد
Ин ки рӯзи сешанбе Масъуди Тараштвол раиси муассисоти таҳсилоти ъолии Афғонистонро аъзои Кумисиюни умури фарҳангию динии Мачлиси Намояндагон ба далели корбурди вожаи донишгоҳ задаанд як рухдоди шармовари дигар дар ҳамин боб аст	این که روز سه‌شنبه مسعود ترشتوال رئیس موسسات تحصیلات عالی افغانستان‌را اعضای کمیسیون امور فرهنگی و دینی مجلس نمایندگان به دلیل کاربرد واژۀ دانشگاه زده‌اند یک رخداد شرم‌آور دیگر در همین باب است
Бисёр дӯст дорам ки забони пашту ҳам ба авчи такомул бирасад бирӯяд рушд кунад андеша офаринад	بسیار دوست دارم که زبان پشتو هم به اوج تکامل برسد بروید رشد کند اندیشه آفریند
Ба суди башарият аст	به سود بشریت است
Эй кош кӯбандагони мехи пуҳантун бар мух мағз-и миллат ин ҳама нерӯро харчи роҳи такмилу пешрафти забони пашту мекарданд	ای کاش کوبندگان میخ پوهنتون بر مخ ملت این همه نیرو‌را خرج راه تکمیل و پیشرفت زبان پشتو می‌کردند
Ба суди ҳамагон мешуд	به سود همگان می‌شد
Аммо ин ки бо монеътарошиҳои фошистона нагзоранд ки забоне дигар ки забони аслии кишвар аст роҳи такомулро бипаймояд ба он монад ки дар мусобиқаи дав ман мучи давандаи бартарро бигирам ва нагзорам ки чилавтар аз ман биравад	اما این که با مانع‌تراشی‌های فاشیستانه نگذارند که زبانی دیگر که زبان اصلی کشور است راه تکامل خود‌را بپیماید به آن ماند که در مسابقۀ دو من مچ دوندۀ برتر‌را بگیرم و نگذارم که جلوتر از من برود
ки ъайни номардист	که عین نامردی است
Хичолат ҳам хуб чизест	خجالت هم خوب چیزی است
Дигар вақташ аст ки домани донишгоҳу донишчӯву додситонию додсарою додгоҳро раҳо кунед ва дар канори эчоди вожаҳое чун пуҳантуну соронволию ҳоказо андешаҳои созанда ҳам халқ кунед	دیگر وقتش است که دامن دانشگاه و دانشجو و دادستانی و دادسرا و دادگاه‌را رها کنید و در کنار ایجاد واژه‌هایی چون پوهنتون و سارانوالی و هکذا اندیشه‌های سازنده هم خلق کنید
Ё Раб зи тамошои ҳақорат бираҳонам	یا رب ز تماشای حقارت برهانم
Қомуси маро худ бинавис ман ки надонам	قاموس مرا خود بنویس من که ندانم
Кобуси маро пардаи поён барафкан	کابوس مرا پردۀ پایان برافکن
Номус бидеҳ аз дари Русия биронам	ناموس بده از درِ روسیه برانم
Эй ёр биё Русияат ёр набошад	ای یار بیا روسیه‌ات یار نباشد
Дилдода туву Русия дилдор набошад	دلداده تو و روسیه دلدار نباشد
Ин қисса ки бе Русия рӯзи сияҳ ояд	این قصه که بی روسیه روز سیه آید
Чизе ба ҷуз аз тавтеаи мор набошад	چیزی به جز از توطئۀ مار نباشد
Хоки урус равзаи ризвон нест-ки	خاک اروس روضۀ رضوان نیست که
Тоҷик намояндаи шайтон нест-ки	تاجیک نمایندۀ شیطان نیست که
Гӯли баландии муваққаташ чи мехурӣ	گول بلندی موقتش چه می‌خوری
Болотар аз чакоди Бадахшон нест-ки	بالاتر از چکاد بدخشان نیست که
Эй Рус сарзамини далерон нестӣ	ای روس سرزمین دلیران نیستی
Будӣ гумон нест вале ҳамон нестӣ	بودی گمان نیست ولی همان نیستی
Ёди Есенину Чехуфу Пушкин ба хайр	یاد یـِـسـِـنین و چـِـخـُـف و پوشکین به خیر
Шоистаи каломи азизон нестӣ	شایستۀ این جمع عزیزان نیستی
Меравам аз хоки нопокат дади беъиззато	می‌روم از خاک ناپاکت دد بی‌عزتا
Эй дади беъиззати патёра бар ту лаънато	ای دد بی‌عزت پتیاره بر تو لعنتا
Хуни миллатҳо макидӣ пир гаштӣ сер на	خون ملت‌ها مکیدی پیر گشتی سیر نه
Эй ту носеро аҷуза эй ҷаҳаннамхилқато	ای تو ناسیرا عجوزه ای جهنم‌خلقتا
Бо мане ин хонаи вайронаат обод шуд	تا به کی چوبی شوم تا تکیه بر من آوری
Обрӯятро барам ҳоло ба садҳо миннато	بشکند این چوب بر فرق سرت با همتا
Ёд дорӣ чун задӣ шаҳри Бухорои Шариф	با منی این خانۀ ویرانه‌ات آباد شد
Чун ба Моҳи Хосса овардӣ балои бехато	آبرویت‌را برم حالا به صدها منتا
Чун маро куштӣ ба ҷурми ҳамли шеъри Мавлавӣ	یاد داری چون زدی شهر بخارای شریف چون به ماه خاصه آوردی بلای بی‌خطا
Чун забонамро буридӣ бо пириликин хатто	چون مرا کشتی به جرم حمل شعر مولوی
Ёд дорӣ хонаҳоямро рабудӣ бо ғаним	چون زبانم‌را بریدی با پیریلیکین خطا
Аз Самарқанду Бухоро то дари Панҷекато	یاد داری خانه‌هایم‌را ربودی با غنیم
Чун ба дасти душманонам даст додию бирафт	از سمرقند و بخارا تا درِ پنجیکتا
Бойсуну Чусту Хӯқанду замини миллато	چون به دست دشمنانم دست دادی و برفت
Ёд дорӣ ки ба Ормитожи маъруфат чи рафт	بایسون و چُست و خوقند و زمین ملتا
Аз дафина ёдгори ҳафт пушти уммато	یاد داری که به آرمیتاژ معروفت چه رفت
Ёд дорӣ ки заминам пунбазоре сохтӣ	از دفینه یادگار هفت پشت امتا
Миллатам андохта чун роҳиёни зиллато	یاد داری که زمینم پنبه‌زاری ساختی
Майгусоронат ба фикри бачча кардан нестанд	ملتم انداخته چون راهیان ذلتا می‌گسارانت به فکر بچه کردن نیستند
Ин гуноҳи мо нависӣ ё гуноҳи фитрато	این گناه ما نویسی یا گناه فطرتا
Меравам аз хоки манҳусат ки бо ман нестӣ	می‌روم از خاک منحوست که با من نیستی
Бо рақибонам нишинӣ то расӣ бар хиффато	با رقیبانم نشینی تا رسی بر خفتا
Хиффати моро илоҷе ҳаст як Шаҳнома ҳаст	خفت ما‌را علاجی هست یک شهنامه هست
Хиффататро лек илоҷе нест амон аз иллато	خفتت‌را لیک علاجی نیست امان از علتا
Эй хирси рӯсиёҳи гирифтори манманӣ	ای خرس روسیاه گرفتار من‌منی
Эй пешвои гумшудагони ҳариманӣ	ای پیشوای گم‌شدگان هریمنی
То кай ба зери сояи ту хор мешавем	تا کی به زیر سایۀ تو خوار می‌شویم
То кай ба хиёли гирифтану рабуданӣ	تا کی به خیال گرفتن و ربودنی
То кай ба сони мор андаруни хоки ман	تا کی به سان مار اندرون خاک من
Саргарми мӯзиёна раволи хазиданӣ	سرگرم موذیانه روال خزیدنی
То кай чу лошахори куҳансоли дермир	تا کی چو لاشه‌خوار کهن‌سال دیرمیر
Дар васвасаи хурдани хуспида меҳанӣ	در وسوسۀ خوردن خسپیده میهنی
Эй хирси рӯсиёҳи шарур	ای خرس روسیاه شرور
Ой	آی
Русия	روسیه
То чанд бо хироми кажат тор мезанӣ	تا چند با خرام کـَـژت تار می‌زنی
Нодим шавӣ охир ба таҳи чоҳи ваҳмҳо	نادم شوی آخر به تهِ چاه وهم‌ها
Хокат ба сар ки боз ба савдои бурданӣ	خاکت به سر که باز به سودای بردنی
То хирасар шағоли сияҳтинатӣ бидон	تا خیره‌سر شغال سیه‌طینتی بدان
Ёри дадону душмани беъурзаи манӣ	یار ددان و دشمن بی‌عرضۀ منی
Гуфтам Сиришти ман бинамо Зоти кирдигор	گفتم سرشت من بنما ذات کردگار
Гуфто Туро зи фитрати Эрон сириштаам	گفتا تو‌را ز فطرت ایران سرشته‌ام
Гуфтам Зи ёри кор маро баҳрае бувад	گفتم ز یار کار مرا بهره‌ای بود
Гуфто Туро зи риштаи беёр риштаам	گفتا تو‌را ز رشتۀ بی‌یار رشته‌ام
Гуфтам Сипосу арҷу намозат барам вале	گفتم سپاس و ارج و نمازت برم ولی
Бедодгарӣ нест магар сарнавиштаам	بیدادگری نیست مگر سرنوشته‌ام
Гуфто Зи дод ҳарф маёвар ки бар замин	گفتا ز داد حرف میاور که بر زمین
Аз додгарӣ ҷуз ба фиғонаш наҳиштаам Гуфтам	از دادگری جز به فغانش نـَهشته‌ام
Агар фаришта фиристӣ ба доди ман… Гуфто	گفتم اگر فرشته فرستی به داد من
Мухотаби ту Худо не фариштаам Гуфтам	گفتا مخاطب تو خدا نی فرشته‌ام
Худои ман Ту ба чоҳам чаро ниҳӣ	گفتم خدای من تو به چاهم چرا نهی
Гуфто Чи роҳҳо ки ба чоҳи ту киштаам	گفتا چه راه‌ها که به چاه تو کِشته‌ام
Гуфтам Яке бигӯ ки равонам шавад равон	گفتم یکی بگو که روانم شود روان
Гуфто Яке кадом	گفتا یکی کدام
Ҳазорон навиштаам	هزاران نوشته‌ام
Гуфтам ки сароғози ҳазорон кадом бувад	گفتم که سرآغاز ِ هزاران کدام بود
Гуфто Ба порсӣ бинигар дарнабиштаам	گفتا به پارسی بنگر درنبشته‌ام
Нагӯ ки чашми маро мӯниси нигоҳ набуд	نگو که چشم مرا مونس نگاه نبود
Ва ё гилояи ман лоиқи ҳам-оҳ набуд	و یا گلایۀ من لایق هم‌آه نبود
Агар гуноҳ пирилликнигориам бошад	اگر گناه پیریلیک‌نگاری‌ام باشد
Туро ба Худо ин ки ҳеч гуноҳ набуд	تو‌را به خدا این که هیچ گناه نبود
Паноҳ аз ҳаҷар-ул-асвади замона куҷост	پناه از حجرالاسود زمانه کجاست
Маро ба ғайри пириллик ки сарпаноҳ набуд	مرا به غیر پیریلیک که سرپناه نبود
Биё дубора биорой хони маърифатам	بیا دوباره بیارای خوان معرفتم
Магар шинохт ба тафсири роҳу чоҳ набуд	مگر شناخت به تفسیر راه و چاه نبود
Агар дубора ба расми ниё қалам гирам	اگر دوباره به رسم نیا قلم گیرم
Бигӯ ки марҳамат афзун иштибоҳ набуд	بگو که مرحمت افزون اشتباه نبود
Хитоб ба порсигӯёни Варорӯд	خطاب به پارسیگویان ورارود
Биё баргард ин роҳи ману мо нест	بیا برگرد این راه من و ما نیست
Даму дастгоҳи ақвоми парешонест	دم و دستگاه اقوام پریشانی ست
Биё ки хатти мо дар шеъри Мавлоност	بیا که خط ما در شعر مولاناست
Ба килки Рӯдакию байти Хоқонист	به کلک رودکی و بیت خاقانی ست
Биё ки мову ту имрӯз мадҳушем	بیا که ما و تو امروز مدهوشیم
Даме Судобову гоҳе Сиёвушем	دمی سودابه و گاهی سیاووشیم
Муяссар нест бо сад ҳиллаву тарфанд	میسر نیست با صد حله و ترفند
Зи гови рус шири порсӣ дӯшем	ز گاو روس شیر پارسی دوشیم
Биё ки рус ҳам аз мо гурезон шуд	بیا که روس هم از ما گریزان شد
Ки гӯӣ ҳазрати Нӯҳ асту тӯфон шуд	که گویی حضرت نوح است و طوفان شد
Ба киштӣ Пушкин андар шавад охир	به کشتی پوشکین اندر شود آخر
Алифбои ману ту хатти бутлон шуд	الفبای من و تو خط بطلان شد
Биё ки Юсуфастему Зулайхое	بیا که یوسفستیم و زلیخایی
Рабуда бо фусуне банди тақвое	ربوده با فسونی بند تقوایی
Ба Яъқубаш қасам к-ин қиссаро бояд	به یعقوبش قسم کین قصه‌را باید
Ба таҳ бурд то нагаштем банди расвоӣ	به ته برد تا نگشتیم بند رسوایی ء
Харобтар зи мани хилватӣ хароб куҷо	خراب‌تر ز من خلوتی خراب کجا
Ба харобот таҳнишастатар шароб куҷо	به خرابات ته‌نشسته‌تر شراب کجا
Ба хоб рафта сарнавишти мани саргардон	به خواب رفته سرنوشت من سرگردان
Зи хоб ҷуз ба ҳуруфаш бигӯ ки хоб куҷо	ز خواب جز به حروفش بگو که خواب کجا
Ба батолат супурда умр бедареғу чи ҳайф	به بطالت سپرده عمر بی‌دریغ و چه حیف
Ба шарофат қасам ки нест яқин боб куҷо	به شرافت قسم که نیست یقین باب کجا
Обу нонам ба дӯши Ҳурмузу ҳисоб ҳаром	آب و نانم به دوش هرمز و حساب حرام
Бигӯ ки баҳри мани хом нону об куҷо	بگو که بهر من خام نان و آب کجا
Ба обу нон насибам мабод агар донам	به آب و نان نصیبم مباد اگر دانم
Ки буданам ба рaҳёбии шабоб куҷо	که بودنم به رهیابی شباب کجا
Зи шуъбахоҳ забону пареш қавми Аҷам	ز شعبه‌خواه زبان و پریش قوم عجم
Фаррортар зи таби қисму иншиъоб куҷо	فرّار‌تر ز تب قسم و انشعاب کجا
Агар ба дори фалак гиряам насибам буд	اگر به دار فلک گریه‌ام نصیبم بود
Бигӯ гуноҳ куҷо будаву савоб куҷо…	بگو گناه کجا بوده و ثواب کجا
Лаҳзаҳои азимати сол	لحظه‌های عزیمت سال
Хӯшаҳои расида уфтода	خوشه‌های رسیده افتاده
Ғужми ангури таракхурда ба ток	غژم انگور ترک‌خورده به تاک
Себи сурхи ба боғ нопайдо	سیب سرخ به باغ ناپیدا
Боғи пурҳодисаи саргардон	باغ پرحادثۀ سرگردان ء
Дерест аз азимати мурғон нагуфтаам	دیری‌ست از عزیمت مرغان نگفته‌ام
Гӯӣ ки ин ҳадис ба уқбо нуҳуфтаам	گویی که این حدیث به عقبی نهفته‌ام
Дерест шаддаҳои дили бепадаршуда	دیری‌ست شدّه‌های دل بی‌پدرشده
Бо ашки бепадаршудагонам насуфтаам	با اشک بی‌پدرشدگانم نسفته‌ام
Бо пилки шод аз фараҳи рӯзгор ҳам	با پلک شاد از فرح روزگار هم
Дерест аз ҷафои балоё нахуфтаам	دیری‌ست از جفای بلایا نخفته‌ام
Ин ғам чу баргҳои хазони фурӯшуда	این غم چو برگ‌های خزان فروشده
То умқи қалби зор баночор руфтаам	تا عمق قلب زار به‌ناچار رُفته‌ام
Дерест ҷуз ба зӯзаи хомӯши гурги пир	دیری‌ست جز به زوزۀ خاموش گرگ پیر
Дар ин сарои ғам сухане ношунуфтаам…	در این سرای غم سخنی ناشنفته‌ام
Туро агар ба дилам роҳ нест бо худ бош	تو‌را اگر به دلم راه نیست با خود باش
Чи бад ки шакли абри осмон мутеъи ту нест	چه بد که شکل ابر آسمان مطیع تو نیست
Ин кофарони ҳубби Ватан бин ки оқибат	اين کافران حب وطن بين که عاقبت
Кошонаҳо ба вифқи мурод офаридаанд	کاشانه‌ها به وفق مراد آفريده‌اند
Аз хиффати мардум ба салобат расидаанд	از خفت مردم به صلابت رسيده‌اند
Номусҳо фурӯхта боме харидаанд	ناموس‌ها فروخته بامی خريده‌اند
Ин осиёби давр чи воруна меравад	اين آسياب دور چه وارونه می‌رود
Бечора он ки ишқи Ватанро ба сина кошт	بيچاره آن که عشق وطن‌را به سينه کاشت
Овора он ки меҳани худро азиз дошт	آواره آن که ميهن خود‌را عزيز داشت
Афсурда он ки дар раҳи ишқаш қадам гузошт	افسرده آن که در ره عشقش قدم گذاشت
Нохалафтар зи ту кас ҳаст ба паҳнои Замин	ناخلف‌تر ز تو کس هست به پهنای زمين
Ки замини падариаш бидиҳад муфт ба Чин	که زمين پدری‌اش بدهد مفت به چين
Чинҳо бар рухи миллат фиканӣ бепарво	چين‌ها بر رخ ملت فکنی بی‌پروا
Эй аҷузи бемурувват аҳмақи чарбҷабин	ای عجوز بی‌مروت احمق چرب‌جبين
Во дареғо-и Самарқанду Бухорои ту ку	وا دريغای سمرقند و بخارای تو کو
Эй бухори ғайрату сояи гурдони матин	ای بخار غيرت و سايۀ گردان متين
Хонаат сӯхта бодо ки заминам бидиҳӣ	خانه‌ات سوخته بادا که زمينم بدهی
Ба изои ду пашизи бадали сохти Пекин	به ازاء دو پشيز بدل ساخت پکين
Ду пашизе ки таҳи ҷайби дарозат биравад	دو پشيزی که ته جيب درازت برود
То бисозӣ ду-cе кохи дигари ҷаҳлнигин	تا بسازی دو سه کاخ دگر جهل‌نگين
Коҳи андӯҳи хиёнат ба куҷо даррезам	کاه اندوه خيانت به کجا درريزم
Кӯҳи фарёди ҳазимат ба сарам рехт чунин	کوه فرياد هزيمت به سرم ريخت چنين
Бузург буд ба вусъати равону қалбаш	بزرگ بود به وسعت روان و قلبش
Донаҳои анори дилашро мешуд диду шумурд шаффоф буд	دانه‌های انار دلش‌را می‌شد ديد و شمرد؛ شفاف بود
Сахтгир буд ба андозаи сахтиҳои кашидааш	سختگير بود به اندازۀ سختی‌های کشيده‌اش
Матин буд ҳамтои устувории рӯҳу пайкараш	متين بود همتای استواری روح و پيکرش
Ганҷинае аз андӯхтаҳову донистаҳо буд ва ҳамкалому ҳамнишини доноёни даврон	گنجينه‌ای از اندوخته‌ها و دانسته‌ها بود و هم‌کلام و هم‌نشين دانايان دوران
Агар миёни мо мебуд рӯзи десомбр даймоҳ мешуд	اگر ميان ما بود روز سوم دی‌‌ماه ساله می‌شد
Ҳафт сол пеш аз канори мо рафт то барои ҳамеша бимонад ҷовидному зиндаёд шуд	هفت سال پيش از کنار ما رفت تا برای هميشه بماند؛ جاويدنام و زنده‌ياد شد
Марде буд ки зиндагиро лаҳза ба лаҳза зист ва то метавонист барои мардуми дуру наздик судрасон буд	مردی بود که زندگی‌اش‌را لحظه به لحظه زيست و تا می‌توانست برای مردم دور و نزديک سودرسان بود
Ин шаҳсавори хирад Олмуҳаммади Раҷаб падарам буд ки ҳузурашро пешорӯи Шаби Ялдо ва дар остонаи зодрӯзи фархундааш ҳар он канорам эҳсос мекунам	اين شهسوار خِرَد آل‌محمد رجب پدرم بود که حضورش‌را پيشاروی شب يلدا و در آستانۀ زادروز فرخنده‌اش هر آن در کنارم احساس می‌کنم
Ин буд ки имшаб пас аз қаҳри чандинмоҳаи мурғи илҳом шеъргунае аз зеҳнам таровид бад-ин шарҳ	اين بود که امشب پس از قهر چندين‌ماهۀ مرغ الهام شعرگونه‌ای از ذهنم تراويد بدين شرح
Кӯҳи ғурур	کوه غرور
Кӯҳ буд	کوه بود
Рӯҳи бузургаш ки пур аз маъдани ишқи сара буд	روح بزرگش که پر از معدن عشق سره بود
Бачаи оби хурӯшону танини дара буд	بچۀ آب خروشان و طنين دره بود
Чашма буд	چشمه بود
Чашмаи дармони ҳама дарду балои қадарӣ	چشمۀ درمان همه درد و بلای قدری
Чорасози дили вомонда ки ҳар чи шумарӣ	چاره‌ساز دل وامانده که هر چه شمری
Қомате дошт ки аз Рустами Дастон ҳикоят мекард	قامتی داشت که از رستم دستان حکايت می‌کرد
Оламеро ҳама мабҳут ба нерӯи мекард	عالمی‌را همه مبهوت به نيروی درايت می‌کرد
Фарри ӯ	فرّ او
Мояи дили хурду бузург	مايۀ تنوير دل خرد و بزرگ
Ақли ӯ	عقل او
Монеъи тазвири даду деви сутург	مانع تزوير دد و ديو سترگ
Босалобат	باصلابت
Шаҳсавори аспи фарҳангу хирад	شهسوار اسپ فرهنگ و خِرَد
Ҳама таслими лагомаш чи некӯву чи бад	همه تسليم لگامش چه نيکو و چه بد
Ҳафт сол аст ки аз нури рухаш файз набурдам аламо	هفت سال است که از نور رخش فيض نبردم الما
Вонагуфтам моҷароҳои пур аз дарду ғамо	وانگفتم ماجراهای پر از درد و غما
Ҳафт сол аст ки аз андӯҳ карам	هفت سال است که از ضجۀ اندوه کرَم
Дар сиёҳии ғамаш бебасарам	در سياهی غمش بی‌بصرم
Бепадарам	بی‌پدرم
Кӯҳ буд	کوه بود
Кӯҳи ғурурам таҳи хок уфтода	کوه غرورم ته خاک افتاده
Чашма буд	چشمه بود
Оби шифо раҳ ба биёбон дода	آب شفا ره به بيابان داده
Ҳон	هان
Мегӯ ки аз	ميگو که يلان از ابدالآبادند
Шаҳсаворони хирад аз шари марг озоданд	شهسوران خِرَد از شر مرگ آزادند
Рӯҳи ӯ нест магар дар шафақи ёзида	روح او نيست مگر در شفق ِ يازيده
Дар замину оташу боду дар оби дида	در زمين و آتش و باد و در آب ديده
Дар нигоҳу нафасу зикру каломи модар	در نگاه و نفس و ذکر و کلام مادر
Ки наояд ба ду олам аҳаде з-ӯ бартар	که نيايد به دو عالم احدی زو برتر
Адолатро	عدالت را
Ки мардест ошуфтаву жулидамӯ	که مردی‌ ست آشفته و ژوليده مو
Бо фарёдҳои хафа	با فريادهای خفه
Дар майдони Тарафулғори Ландан	در ميدان طرف الغار لندن
Пои чӯбаи дор мебаранд	پای چوبۀ دار می‌برند
Ва ман	و من
Дасти зарифи ту дар дасти меҳолуди хиёл	دست ظريف تو در دست مه آلود خيال
Ба тамошои ҳодиса нишастаам	به تماشای حادثه نشسته ام
Чашми маъсуму гӯспандонаи ҷаллод	چشم معصوم و گوسپندانۀ جلاد
Аз пушти кулоҳхӯди сиёҳ	از پشت کلاه خود سياه
Бо нигоҳи нигарони ту гиреҳ мехурад	با نگاه نگران تو گره می‌خورد
Хира мешавад	خيره می‌شود
Таҳлил меравӣ	تحليل می‌روی
Ҷаллод бегуноҳона	جلاد بی گناهانه
Бе ин ки аз ту нигоҳ бардорад	بی اين که از تو نگاه بردارد
ҳалқа меандозад	حلقه می‌اندازد
Адолат	عدالت
Фарёди хафа	فرياد خفه
Чанд такони дасту пои баста	چند تکان دست و پای بسته
Ва хомӯшӣ	و خاموشی
Ашки чашмони гӯспандвор	اشک چشمان گوسپندوار
Чӯбаи дорро мешӯяд	چوبۀ دار‌را می‌شويد
Дар майдони Тарафулғор	در ميدان طرف الغار
Гиёҳи сиёҳи нафрат	گياه سياه نفرت
Худ ба худ	خود به خود
Мерӯяд	می رويد
Ҷаллоди ашкбор	جلاد اشکبار
Печакҳои бебӯро мебӯяд	پيچک‌های بی بو‌را می‌بويد
Ва ту мабҳути ҳодиса	و تو مبهوت حادثه
Дар нигоҳи лоли ҷаллод табхир шудаӣ	در نگاه لال جلاد تبخير شده ای
Дасти хиёлам буридаӣ	دست خيالم بريده ای
Ва ба зодрӯзат расидаӣ	و به زادروزت رسيده ای
Дер зӣ	دير زی
То шояд Адолате дигар бизоӣ	تا شايد عدالتی ديگر بزايی
Рӯзи мавлуди туро дар таби ҳасрат сипарам	روز مولود تو‌را در تب حسرت سپرم
Бори андӯҳи ту ин бор на осуда барам	بار اندوه تو اين بار نه آسوده برم
Гуфта будӣ ки дигарбора паёмат надиҳам	گفته بودی که دگرباره پيامت ندهم
Ин ту гуфтӣ ё ҳамоне ки канад болу парам	اين تو گفتی يا همانی که کنَد بال و پرم
Ё ҳамоне ки адоват дилу динаш бирабуд	يا همانی که عداوت دل و دينش بربود
Ҳар ду гунҷишки маро бурду қарору қадарам	هر دو گنجشک مرا برد و قرار و قدرم
Эй дили поки ту дар чанги яхи бемеҳрӣ	ای دل پاک تو در چنگ يخ بی ‌مهری
Эй рухи шоди ту махдуш зи тӯпу ташарам	ای رخ شاد تو مخدوش ز توپ و تشرم
Ин ту гуфтӣ ё ҳамоне ки сароямро сӯхт	اين تو گفتی يا همانی که سرايم‌را سوخت
Дар лаҳиби оташи рашку гурезон зи барам	در لهيب آتش رشک و گريزان ز برم
Хашму ҳирмону гирифторию худбезорӣ	خشم و حرمان و گرفتاری و خودبيزاری
Чашми гирёну гунаҳкорӣ шуда ҳамсафарам	چشم گريان و گنهکاری شده همسفرم
Хонабардӯшу тиҳихона сари хони қадар	خانه بردوش و تهی خانه سر خوان قدَر
